,MAE,Model,Features
3302,0.2599911695219909,NMF->RF,All_features
222,0.2599923288667763,RF,All_features
857,0.2599984541177031,NMF->RF,Theory_features
1295,0.2599988373284265,NMF->RF,All_features
95,0.2600030380278564,NMF->DT,All_features
3286,0.26000481804640635,NMF->RF,All_features
131,0.26000556646272543,RF,Theory_features
3049,0.2600112665361534,NMF->RF,All_features
1104,0.2600134002670909,NMF->RF,All_features
2257,0.2600156534425767,NMF->RF,All_features
0,0.2600168474402827,RF,All_features
3724,0.2600175491426601,NMF->RF,All_features
2344,0.26001805120731003,NMF->RF,All_features
725,0.2600186082533904,RF,Theory_features
3668,0.26001868473744977,NMF->RF,All_features
3112,0.26001911212784273,NMF->RF,All_features
1228,0.2600195516283444,NMF->RF,All_features
3505,0.2600207538820201,NMF->RF,All_features
2466,0.26002113121669784,NMF->RF,All_features
2569,0.2600220087872376,NMF->RF,All_features
977,0.2600230378408148,NMF->RF,All_features
376,0.2600233078875537,RF,All_features
67,0.26002382680900776,NMF->RF,Theory_features
583,0.2600278695549409,NMF->DT (MF),All_features
727,0.26003062878045224,NMF->RF,Theory_features
1112,0.26003299985543554,NMF->RF,All_features
262,0.2600352193581417,NMF->DT (MF),All_features
2031,0.26003688233299044,NMF->RF,All_features
631,0.2600399304413873,RF,Theory_features
716,0.26004185506087785,RF,All_features
395,0.2600419126971009,RF,Theory_features
3248,0.2600429758593857,NMF->RF,All_features
91,0.2600439459446797,RF,All_features
2646,0.260044853673662,NMF->RF,All_features
2478,0.2600451418911579,NMF->RF,All_features
2420,0.2600477070548298,NMF->RF,All_features
738,0.2600490977101915,NMF->RF,Theory_features
727,0.26005415720806463,RF,All_features
1284,0.2600566442438557,NMF->RF,All_features
356,0.26005797716295537,RF,All_features
968,0.2600590475148389,NMF->RF,All_features
1842,0.26006443123298245,NMF->RF,All_features
2,0.26006640231850325,DT (MF),Theory_features
940,0.2600683115653042,NMF->RF,All_features
333,0.2600694546880008,RF,Theory_features
384,0.2600706413530917,NMF->DT (MF),All_features
2939,0.2600776723530861,NMF->RF,All_features
1163,0.260080958715791,NMF->RF,All_features
432,0.2600811363003539,NMF->DT (MF),All_features
282,0.260082940932068,NMF->DT (MF),All_features
527,0.26008485677314,RF,Theory_features
800,0.2600859054914929,RF,Theory_features
83,0.26008602941176473,NMF->DT (MF),Theory_features
484,0.26009039623230146,NMF->DT (MF),All_features
681,0.26009070747769963,RF,All_features
1059,0.2600946827889495,RF,All_features
233,0.2600985712420263,RF,Theory_features
739,0.26010189827959185,NMF->RF,Theory_features
1798,0.2601024113745127,NMF->RF,All_features
720,0.26010294974477943,NMF->RF,All_features
357,0.2601030580474021,RF,All_features
1020,0.2601121181671641,RF,All_features
429,0.2601121546872885,RF,All_features
738,0.2601197948832785,RF,Theory_features
2734,0.26012262937945635,NMF->RF,All_features
2055,0.2601234260247496,NMF->RF,All_features
648,0.2601300785347888,NMF->RF,Theory_features
441,0.2601304709714595,RF,All_features
3160,0.2601365635325119,NMF->RF,All_features
480,0.2601373654144262,NMF->RF,Theory_features
1794,0.2601381752349843,NMF->RF,All_features
609,0.26014069445047705,NMF->DT (MF),All_features
513,0.2601431095605565,NMF->RF,Theory_features
1453,0.2601440090338313,NMF->RF,All_features
476,0.26014637126701595,NMF->RF,All_features
628,0.2601471599571775,RF,Theory_features
408,0.26014952227760324,NMF->RF,Theory_features
3722,0.26015163235901084,NMF->RF,All_features
3685,0.2601554505344135,NMF->RF,All_features
430,0.2601599942043535,RF,Theory_features
3122,0.2601601411574514,NMF->RF,All_features
410,0.2601655751513305,NMF->RF,All_features
1375,0.26016822085184793,NMF->RF,All_features
469,0.2601728157804604,RF,All_features
442,0.2601757882805281,RF,Theory_features
577,0.2601772453745385,NMF->DT (MF),All_features
683,0.2601779574526508,NMF->RF,Theory_features
2357,0.26018065498190324,NMF->RF,All_features
784,0.260181482106817,RF,All_features
2522,0.2601815235194165,NMF->RF,All_features
440,0.26018774407782674,NMF->RF,Theory_features
648,0.2601884080688744,RF,Theory_features
1070,0.2601921795290914,NMF->RF,All_features
3754,0.2601926071568365,NMF->RF,All_features
137,0.2601943745960301,NMF->RF,All_features
661,0.2601976165709017,RF,Theory_features
1563,0.2601984449165103,NMF->RF,All_features
431,0.26020011555286593,NMF->RF,Theory_features
823,0.2602018593981755,NMF->RF,Theory_features
966,0.2602022469130947,RF,All_features
697,0.2602027055351123,NMF->RF,Theory_features
634,0.2602055173305618,RF,Theory_features
894,0.2602061429756644,RF,All_features
114,0.2602123779342748,NMF->RF,All_features
703,0.2602164707113497,RF,All_features
2994,0.26021669001511183,NMF->RF,All_features
2253,0.2602193893084237,NMF->RF,All_features
861,0.26022031272672125,NMF->RF,All_features
368,0.2602209937432402,NMF->RF,Theory_features
303,0.2602248257154325,RF,All_features
2556,0.2602281156437105,NMF->RF,All_features
910,0.26023328578743904,NMF->RF,All_features
932,0.2602341560870036,NMF->RF,All_features
612,0.2602357731440028,NMF->RF,Theory_features
738,0.2602359420445167,RF,All_features
1351,0.2602369170457252,NMF->RF,All_features
2566,0.2602415801102541,NMF->RF,All_features
3381,0.2602432556510533,NMF->RF,All_features
1988,0.2602434541319109,NMF->RF,All_features
2634,0.26024481578279635,NMF->RF,All_features
143,0.26024571002536995,RF,All_features
766,0.2602467063318791,RF,All_features
2030,0.26024781939375224,NMF->RF,All_features
1912,0.26025113509065306,NMF->RF,All_features
3329,0.2602520017656233,NMF->RF,All_features
2595,0.26025526608013194,NMF->RF,All_features
124,0.2602565024021793,NMF->DT (MF),All_features
3647,0.2602565790636415,NMF->RF,All_features
566,0.26026058409487546,NMF->RF,Theory_features
516,0.2602611885917597,RF,Theory_features
255,0.2602669300333497,RF,Theory_features
2449,0.26026932492436233,NMF->RF,All_features
1814,0.26027010222894703,NMF->RF,All_features
2752,0.26027177108406746,NMF->RF,All_features
889,0.2602808920463927,RF,Theory_features
252,0.2602823404553833,NMF->RF,All_features
726,0.2602834303789027,NMF->DT (MF),All_features
504,0.26028676755848396,NMF->RF,All_features
395,0.2602920727719379,NMF->DT (MF),All_features
2310,0.2602928653248209,NMF->RF,All_features
62,0.26030036378086274,RF,All_features
143,0.260303513937756,RF,Theory_features
788,0.2603049732395063,NMF->RF,Theory_features
662,0.2603075362987233,RF,All_features
496,0.26031083384602777,NMF->RF,Theory_features
869,0.2603135178824888,NMF->RF,Theory_features
1387,0.2603148482179398,NMF->RF,All_features
1422,0.2603159280538297,NMF->RF,All_features
673,0.2603164575353518,RF,All_features
841,0.2603232499198676,RF,All_features
912,0.26032967727466444,NMF->RF,All_features
1409,0.26033289366163515,NMF->RF,All_features
3037,0.2603372189411499,NMF->RF,All_features
42,0.2603372921582791,RF,All_features
320,0.2603381462631306,RF,Theory_features
1032,0.2603388850435137,RF,All_features
1092,0.2603390592339806,NMF->RF,All_features
151,0.2603459201707545,Lasso,All_features
3287,0.2603468964940346,NMF->RF,All_features
10,0.2603469363528556,NMF->DT (MF),All_features
931,0.2603487263171423,RF,Theory_features
832,0.2603513175807725,RF,All_features
2511,0.2603518926189093,NMF->RF,All_features
331,0.2603531252135902,RF,All_features
336,0.2603580249751155,RF,All_features
1313,0.2603583034731193,NMF->RF,All_features
2043,0.26036026297385456,NMF->RF,All_features
758,0.2603609574941954,NMF->RF,Theory_features
826,0.26036131248535177,NMF->RF,Theory_features
3682,0.26036210466003523,NMF->RF,All_features
1523,0.26036798408936657,NMF->RF,All_features
424,0.2603684369242055,RF,Theory_features
365,0.26036937291976986,RF,Theory_features
224,0.26037049357829045,RF,All_features
392,0.2603720551098509,RF,All_features
2986,0.26037234594484177,NMF->RF,All_features
736,0.2603794638011902,NMF->RF,Theory_features
2658,0.26038631300365817,NMF->RF,All_features
3206,0.260386486094499,NMF->RF,All_features
395,0.26038959763608194,RF,All_features
197,0.26039465512265697,NMF->RF,All_features
2779,0.2603952614492344,NMF->RF,All_features
795,0.2603965692517158,RF,Theory_features
3719,0.26039679491029183,NMF->RF,All_features
191,0.26039927357233184,NMF->DT (MF),All_features
973,0.2604015597702376,RF,All_features
2720,0.2604023431044641,NMF->RF,All_features
898,0.2604066396398815,NMF->RF,All_features
2078,0.2604088984112125,NMF->RF,All_features
3458,0.2604101554881097,NMF->RF,All_features
3645,0.2604156398495414,NMF->RF,All_features
398,0.26041764188243016,NMF->RF,All_features
734,0.26042497174005763,RF,All_features
1157,0.2604259473890907,NMF->RF,All_features
3771,0.2604283234769075,NMF->RF,All_features
3391,0.26042848666651125,NMF->RF,All_features
63,0.2604375777683871,RF,Theory_features
706,0.2604388485462281,RF,All_features
11,0.2604401392491532,NMF->RF,Theory_features
1071,0.26044184165932005,RF,All_features
127,0.2604422873176591,NMF->RF,All_features
1269,0.2604432288334049,NMF->RF,All_features
2190,0.2604475156779216,NMF->RF,All_features
412,0.2604519845475581,RF,All_features
3191,0.2604550773415485,NMF->RF,All_features
1543,0.26045866684820124,NMF->RF,All_features
2148,0.2604619907859272,NMF->RF,All_features
24,0.26046497035526384,NMF->DT (MF),All_features
553,0.2604660885084169,RF,Theory_features
420,0.2604666340367914,NMF->RF,Theory_features
916,0.2604690499383339,RF,Theory_features
922,0.26046991455781066,RF,All_features
746,0.2604760050803793,RF,All_features
860,0.26047858142973324,NMF->RF,All_features
1721,0.26048004009787445,NMF->RF,All_features
2265,0.26048055517308577,NMF->RF,All_features
732,0.26048067322939783,RF,All_features
842,0.26048557250908705,NMF->RF,All_features
3434,0.2604864795935212,NMF->RF,All_features
171,0.26049137848949505,RF,All_features
1804,0.2604935843474514,NMF->RF,All_features
1589,0.2605045927204881,NMF->RF,All_features
440,0.26050564225962697,RF,Theory_features
2753,0.2605107696269481,NMF->RF,All_features
839,0.2605131222908738,RF,All_features
675,0.26051698162129,RF,Theory_features
598,0.26051764481871736,RF,All_features
705,0.2605185596448941,RF,All_features
1966,0.26052244737799857,NMF->RF,All_features
317,0.2605246010904427,NMF->DT (MF),All_features
113,0.26052589360396244,NMF->DT (MF),All_features
391,0.26053036315270045,NMF->RF,Theory_features
284,0.2605318732675895,NMF->DT (MF),All_features
858,0.2605354499367425,RF,Theory_features
964,0.2605391823469928,RF,All_features
34,0.26053927758214057,NMF->RF,All_features
664,0.26054145387801914,RF,All_features
2589,0.2605417427826245,NMF->RF,All_features
2156,0.2605454720856721,NMF->RF,All_features
3089,0.2605494245092549,NMF->RF,All_features
1704,0.2605509217040762,NMF->RF,All_features
3396,0.2605515497435341,NMF->RF,All_features
205,0.2605545616032168,RF,Theory_features
546,0.2605626225690861,RF,All_features
345,0.2605643139811916,RF,All_features
1384,0.26057001838004656,NMF->RF,All_features
417,0.2605734746886971,RF,Theory_features
2796,0.260579609599805,NMF->RF,All_features
165,0.2605816839193325,NMF->RF,All_features
195,0.26058702380813425,NMF->RF,All_features
665,0.2605870255400343,RF,All_features
7,0.26058750596607183,NMF->DT (MF),Theory_features
2047,0.2605875493422076,NMF->RF,All_features
498,0.26059005171103805,RF,Theory_features
2989,0.2605920009465665,NMF->RF,All_features
1056,0.2605923804409601,NMF->RF,All_features
716,0.260594542401073,RF,Theory_features
1811,0.2606010262051882,NMF->RF,All_features
1037,0.2606027910406845,RF,All_features
522,0.2606040018908736,NMF->RF,All_features
1749,0.2606077882350338,NMF->RF,All_features
2794,0.2606078201610756,NMF->RF,All_features
550,0.2606083584723513,RF,All_features
1821,0.2606097385052641,NMF->RF,All_features
2775,0.2606137997899528,NMF->RF,All_features
594,0.2606165097298268,RF,All_features
722,0.2606216424577812,RF,All_features
941,0.2606217438284376,NMF->RF,All_features
81,0.2606257107904137,NMF->RF,All_features
692,0.26062573022154073,RF,All_features
163,0.2606259782863655,Lasso,All_features
591,0.26062602601315704,NMF->RF,All_features
22,0.2606272566768889,NMF->DT (MF),Theory_features
3618,0.2606281536011913,NMF->RF,All_features
2573,0.26063062503098106,NMF->RF,All_features
96,0.260631430515475,Lasso,Theory_features
3424,0.2606337030808307,NMF->RF,All_features
818,0.26063740932544704,NMF->RF,All_features
8,0.26064099101811355,RF,All_features
381,0.2606435298991726,RF,All_features
604,0.2606447756856983,NMF->RF,Theory_features
378,0.26064570035068724,NMF->RF,Theory_features
2551,0.2606518096681594,NMF->RF,All_features
3189,0.26065718631563245,NMF->RF,All_features
771,0.2606590286028293,NMF->RF,Theory_features
1826,0.26065905272727746,NMF->RF,All_features
2277,0.2606609408232748,NMF->RF,All_features
1982,0.2606632849606308,NMF->RF,All_features
3043,0.2606636695174273,NMF->RF,All_features
893,0.2606675201178539,NMF->RF,All_features
2171,0.2606750506000995,NMF->RF,All_features
15,0.2606756009863153,DT (MF),Theory_features
3484,0.26067829172234946,NMF->RF,All_features
1310,0.26067897957930536,NMF->RF,All_features
828,0.2606846502267095,NMF->RF,Theory_features
2351,0.2606849786182299,NMF->RF,All_features
874,0.2606879735156032,RF,All_features
1073,0.2606921739365615,NMF->RF,All_features
372,0.26069306256654784,RF,Theory_features
3053,0.260694450428878,NMF->RF,All_features
209,0.2606967986948947,RF,Theory_features
704,0.2607036081644341,RF,Theory_features
838,0.2607037610714172,NMF->RF,All_features
150,0.2607044661070306,NMF->RF,All_features
753,0.2607093527942002,RF,All_features
698,0.26071433400090843,RF,Theory_features
1759,0.2607179095347511,NMF->RF,All_features
391,0.2607207241214153,NMF->DT (MF),All_features
88,0.2607228280028621,RF,All_features
845,0.2607236097244924,RF,Theory_features
704,0.2607334045891961,RF,All_features
424,0.26073804952335056,RF,All_features
160,0.2607418237228981,NMF->DT (MF),All_features
90,0.2607421091956743,RF,All_features
193,0.2607471193034103,Lasso,Theory_features
174,0.2607481177269729,RF,All_features
2636,0.26074945134527233,NMF->RF,All_features
789,0.2607508988432933,NMF->RF,All_features
305,0.26075105552179423,RF,Theory_features
2866,0.26075315825540624,NMF->RF,All_features
281,0.2607535012340193,RF,All_features
798,0.2607582786515301,RF,All_features
610,0.26075894343138456,RF,All_features
305,0.26076062173632064,NMF->RF,All_features
3718,0.2607628155472967,NMF->RF,All_features
1010,0.2607634972467449,NMF->RF,All_features
5,0.2607648217629999,NMF->DT,All_features
102,0.26076516128811,NMF->RF,All_features
982,0.26076529763616485,RF,All_features
1106,0.2607690771544822,NMF->RF,All_features
1833,0.2607692573775263,NMF->RF,All_features
3786,0.2607709424788445,NMF->RF,All_features
169,0.2607778977444609,RF,All_features
493,0.2607788629721116,NMF->DT (MF),All_features
433,0.2607808785442752,NMF->RF,All_features
53,0.26078467210259393,NMF->DT,All_features
410,0.26078957436822753,RF,All_features
829,0.26078957604868064,NMF->RF,Theory_features
3500,0.2607928579872809,NMF->RF,All_features
851,0.2608019709511385,RF,Theory_features
896,0.260802442701859,NMF->RF,All_features
777,0.26080614024536897,NMF->RF,All_features
450,0.2608117749228388,NMF->RF,Theory_features
690,0.26081310652158657,RF,Theory_features
525,0.2608152847533214,NMF->DT (MF),All_features
23,0.2608177937244074,NMF->DT (MF),All_features
409,0.2608184823903103,NMF->RF,Theory_features
1456,0.26082055585654496,NMF->RF,All_features
830,0.2608218510967749,NMF->RF,All_features
3183,0.2608220627556426,NMF->RF,All_features
2260,0.2608232226422057,NMF->RF,All_features
801,0.2608278871780554,NMF->RF,Theory_features
948,0.2608280456602444,RF,Theory_features
105,0.26082922735284225,NMF->RF,Theory_features
1562,0.2608312098754247,NMF->RF,All_features
23,0.2608352818360599,RF,Theory_features
227,0.2608367915250146,RF,Theory_features
606,0.2608370829755967,NMF->RF,All_features
798,0.2608394707536907,NMF->RF,All_features
441,0.2608397488327385,RF,Theory_features
2164,0.2608425181555669,NMF->RF,All_features
2758,0.2608551452422613,NMF->RF,All_features
969,0.2608556366664205,RF,All_features
1010,0.2608565456384398,RF,All_features
993,0.26085715198880105,RF,All_features
1477,0.26086043370305273,NMF->RF,All_features
2057,0.2608639708550706,NMF->RF,All_features
3357,0.2608769950900888,NMF->RF,All_features
517,0.2608775112984295,NMF->RF,All_features
102,0.2608777528832004,RF,Theory_features
3002,0.260879499392678,NMF->RF,All_features
87,0.2608822278267953,NMF->RF,Theory_features
886,0.2608828094922315,NMF->RF,All_features
2135,0.26088502754102066,NMF->RF,All_features
793,0.2608918586006701,RF,Theory_features
844,0.26089415450560804,NMF->RF,Theory_features
1,0.2608942401673313,DT (MF),All_features
147,0.2608943562774811,RF,All_features
456,0.2608958998107651,RF,All_features
1637,0.260895917361852,NMF->RF,All_features
1055,0.2608982106396541,NMF->RF,All_features
